primerid	coef	ci.hi	ci.lo	P	celltype	FDR
ADD1	-0.00359816	0.004600971	-0.01179729	0.536909608	mic	0.709063087
ADD3	-0.000701914	0.00379423	-0.005198059	0.903962108	mic	0.945570051
ADGRB3	-0.019498764	-0.006634966	-0.032362562	0.002897088	mic	0.01529047
ADGRE2	-0.004722573	0.002493173	-0.011938319	0.131033277	mic	0.28417544
ADGRG1	-0.025182744	-0.013949457	-0.036416031	9.1703E-07	mic	1.42056E-05
ADGRG6	0.003326392	0.004004593	0.002648191	1.13926E-09	mic	3.33066E-08
ADGRL2	-0.004220439	0.003049642	-0.011490519	0.010440603	mic	0.042186828
ADGRL3	-0.009484247	0.001476622	-0.020445116	0.041640932	mic	0.123996562
ADGRV1	0.001681733	0.002792054	0.000571411	0.247827001	mic	0.430122747
ADIPOR2	-0.007851598	0.001441319	-0.017144516	0.113514319	mic	0.256439166
ADK	-0.021745434	-0.010678359	-0.032812509	7.37617E-05	mic	0.000682039
ADNP	-0.003037143	0.005755417	-0.011829704	0.283342237	mic	0.468882659
ADNP2	-0.004082469	0.002395072	-0.010560009	0.212091946	mic	0.390010812
ADPGK	0.002528217	0.008076816	-0.003020382	0.539266659	mic	0.710288506
AEBP2	0.002938896	0.009004693	-0.003126902	0.001218798	mic	0.00739462
AFDN	0.002876869	0.006977529	-0.001223791	0.50607676	mic	0.682705676
AFF1	0.013709433	0.023087234	0.004331632	0.025841348	mic	0.086624148
AFF3	0.004892895	0.006266457	0.003519332	0.002645855	mic	0.014254635
AFF4	0.001624149	0.008169875	-0.004921576	0.465419099	mic	0.64884514
AFG1L	-0.007977599	0.001131378	-0.017086577	0.027364851	mic	0.090367647
AFG3L2	0.000482838	0.003933119	-0.002967443	0.664936468	mic	0.804397788
AFTPH	0.001393634	0.008745145	-0.005957878	0.658766012	mic	0.801485209
AGAP1	-0.030280622	-0.01466895	-0.045892295	1.10136E-07	mic	2.11888E-06
AGAP3	-0.000854121	0.004413426	-0.006121668	0.480236275	mic	0.661982661
AGAP4	0.000646997	0.003453016	-0.002159023	0.861729546	mic	0.921692076
AGAP6	0.001473442	0.004544039	-0.001597154	0.726881815	mic	0.842673854
AGBL4	-0.022070615	-0.006331228	-0.037810002	1.169E-07	mic	2.22744E-06
AGFG1	-0.024901967	-0.011731665	-0.038072269	2.48154E-08	mic	5.52236E-07
AGK	-0.010424095	-0.000178233	-0.020669958	0.016311976	mic	0.060430615
AGL	-0.0018323	0.003165816	-0.006830416	0.631597386	mic	0.780027
AGO1	-0.001467055	0.003367716	-0.006301826	0.657428592	mic	0.800745282
AGO2	-0.000854042	0.004040775	-0.005748858	0.901194058	mic	0.944477885
AGO3	-0.001892957	0.0061402	-0.009926115	0.872570426	mic	0.927961844
AGO4	0.001349021	0.00911478	-0.006416739	0.134130728	mic	0.288792658
AGPAT3	-0.004631547	0.003258384	-0.012521477	0.384385898	mic	0.574682985
AGPAT4	-0.02224383	-0.006370148	-0.038117512	1.40123E-06	mic	2.07884E-05
AGPAT5	-0.001106479	0.00503301	-0.007245969	0.178741229	mic	0.34837016
AGPS	0.001586821	0.007427619	-0.004253977	0.464123391	mic	0.647492843
AGTPBP1	-0.014630815	-0.003501138	-0.025760493	0.013080151	mic	0.050557369
AHCTF1	0.00229414	0.007029412	-0.002441131	0.685719926	mic	0.815782166
AHCYL1	0.002363986	0.005615442	-0.00088747	0.430239737	mic	0.617658849
AHCYL2	0.004197136	0.009894371	-0.001500099	0.111056312	mic	0.253427913
AHDC1	2.72581E-05	0.00414499	-0.004090474	0.798797892	mic	0.887156542
AHI1	-0.016900659	-0.004621722	-0.029179597	7.03563E-06	mic	8.4258E-05
AHSA1	0.001570319	0.003440551	-0.000299914	0.39914298	mic	0.588646409
AIDA	-0.000474283	0.006740589	-0.007689156	0.933939342	mic	0.961010047
AIF1	0.006596234	0.007620256	0.005572212	1.06386E-21	mic	1.17498E-19
AIG1	0.006533125	0.012953724	0.000112525	0.184393664	mic	0.355667469
AIMP1	0.00155676	0.003326546	-0.000213026	0.21920413	mic	0.398329015
AK2	0.000787311	0.004335845	-0.002761223	0.720689426	mic	0.838998972
AK3	0.001236373	0.003672807	-0.001200061	0.703097306	mic	0.827401802
AK5	-0.005585328	0.002306699	-0.013477356	0.039548234	mic	0.119184268
AK9	0.001089665	0.004499495	-0.002320166	0.436845695	mic	0.624184889
AKAP10	0.00199564	0.009743593	-0.005752314	0.84614542	mic	0.91387383
AKAP11	-0.004868426	0.003707077	-0.013443929	0.460046853	mic	0.643587435
AKAP13	0.011522926	0.02222901	0.000816842	0.018318461	mic	0.065893426
AKAP6	-0.01474381	-0.002653823	-0.026833798	0.000110411	mic	0.000969797
AKAP7	-0.001513091	0.005158938	-0.00818512	0.893991754	mic	0.940020106
AKAP8L	-0.016149361	-0.004679635	-0.027619087	0.001468885	mic	0.008673696
AKAP9	-0.013501751	-0.002542251	-0.02446125	0.004531569	mic	0.021990461
AKIRIN1	0.000883542	0.003882885	-0.002115801	0.653689234	mic	0.798341236
AKIRIN2	-0.003288843	0.002740677	-0.009318362	0.395411835	mic	0.585025101
AKNA	-0.006466388	0.002239465	-0.01517224	0.117256909	mic	0.262606161
AKR1A1	0.003010924	0.005316637	0.000705212	0.195627033	mic	0.370033256
AKR1B1	0.002138674	0.004205193	7.21549E-05	0.31694519	mic	0.503800937
AKT1	0.001295116	0.00414358	-0.001553348	0.714117091	mic	0.834351028
AKT2	7.6011E-05	0.004228402	-0.00407638	0.799363757	mic	0.887309753
AKT3	-0.009215721	0.000799101	-0.019230543	0.138680741	mic	0.29423406
ALCAM	-0.05657743	-0.043194222	-0.069960638	3.63525E-18	mic	2.81566E-16
ALDH2	0.002282229	0.003051757	0.0015127	0.020011484	mic	0.070620408
ALG13	0.006359181	0.012094696	0.000623667	0.084242507	mic	0.207013726
ALG5	-0.002743279	0.003070437	-0.008556995	0.147722657	mic	0.306721102
ALG8	-0.002758246	0.002866698	-0.008383191	0.308530509	mic	0.494715965
ALKBH1	-0.001052337	0.003100365	-0.005205039	0.844734933	mic	0.913043723
ALMS1	-0.013926713	-0.002756414	-0.025097013	0.00190748	mic	0.010875918
ALOX5	-0.000485056	0.008330651	-0.009300762	0.090241689	mic	0.217543021
ALOX5AP	0.001057777	0.005128785	-0.003013231	0.339259115	mic	0.527598791
ALPK1	-0.009892175	0.000963467	-0.020747818	0.019123285	mic	0.068171711
ALS2	-0.006295131	0.001943342	-0.014533604	0.071538597	mic	0.182643917
AMBRA1	0.013566476	0.017537957	0.009594995	6.89867E-05	mic	0.000641867
AMD1	-0.000768712	0.005702751	-0.007240175	0.841769245	mic	0.911954909
AMER2	0.000316017	0.00242088	-0.001788846	0.874361885	mic	0.928949739
AMFR	-0.00140894	0.003755417	-0.006573297	0.511603038	mic	0.687207324
AMMECR1	-0.003435879	0.002656435	-0.009528193	0.304811471	mic	0.491455964
AMN1	-0.013100421	-0.001430431	-0.02477041	0.002492095	mic	0.013598218
AMOT	0.001516589	0.004388778	-0.001355599	0.592201682	mic	0.751946101
AMPD2	0.002015932	0.003810621	0.000221243	0.239486433	mic	0.420334635
AMPD3	0.006641247	0.008145246	0.005137248	0.000400985	mic	0.002896537
ANAPC1	-0.001321765	0.005143515	-0.007787045	0.788266465	mic	0.881038455
ANAPC10	-0.002647154	0.004118257	-0.009412565	0.693998578	mic	0.820428373
ANAPC16	0.004175164	0.008853444	-0.000503115	0.030618555	mic	0.098547795
ANAPC4	-0.00064036	0.004333994	-0.005614714	0.821230213	mic	0.901659976
ANAPC5	0.003085191	0.007182909	-0.001012527	0.448235499	mic	0.633627996
ANAPC7	-0.007501601	0.001039953	-0.016043155	0.04405732	mic	0.129437367
ANGEL1	-0.001267923	0.004068034	-0.00660388	0.865419663	mic	0.923981896
ANGEL2	0.003773148	0.005523821	0.002022475	0.050908212	mic	0.143689813
ANK2	-0.037447097	-0.02408459	-0.050809603	1.47589E-10	mic	4.97299E-09
ANK3	-0.009165431	0.001991317	-0.020322178	0.001030427	mic	0.006441789
ANKAR	0.003849814	0.006598751	0.001100878	0.091243293	mic	0.218983903
ANKFY1	-0.007346229	0.001629208	-0.016321665	0.110963785	mic	0.253427913
ANKH	-0.004010005	0.004196504	-0.012216515	0.420338423	mic	0.608322823
ANKHD1	NA	NA	NA	7.09048E-08	mic	1.40538E-06
ANKIB1	-0.005975355	0.003267645	-0.015218355	0.276112611	mic	0.460496535
ANKLE2	0.000480862	0.00457942	-0.003617697	0.826188481	mic	0.904451191
ANKMY1	-0.005758534	0.002597807	-0.014114874	0.171823671	mic	0.339660714
ANKRD10	0.001798903	0.010254205	-0.006656398	0.835121105	mic	0.908043191
ANKRD11	-0.035561845	-0.027666264	-0.043457426	7.93247E-13	mic	3.37923E-11
ANKRD12	0.004348073	0.013337383	-0.004641237	0.140727327	mic	0.296658516
ANKRD13A	0.002384849	0.005307215	-0.000537517	0.426702773	mic	0.614996457
ANKRD13C	0.002491102	0.00703266	-0.002050456	0.575413152	mic	0.741961415
ANKRD13D	0.00044294	0.005029263	-0.004143383	0.972279334	mic	0.987008332
ANKRD17	-0.016833671	-0.00591557	-0.027751772	0.00041353	mic	0.002978618
ANKRD22	0.00527692	0.00593823	0.00461561	0.000123608	mic	0.001063779
ANKRD26	-0.006703992	0.002052123	-0.015460106	0.003985644	mic	0.01984172
ANKRD27	-0.00141651	0.003139559	-0.00597258	0.439152396	mic	0.625532574
ANKRD28	-0.010928607	-0.000660619	-0.021196596	0.005281674	mic	0.024861802
ANKRD30BL	-0.015765755	-0.00052748	-0.031004029	3.19055E-07	mic	5.45227E-06
ANKRD36	-0.036772594	-0.022992303	-0.050552885	1.33674E-10	mic	4.5556E-09
ANKRD36B	-0.00437881	0.002583569	-0.01134119	0.271337208	mic	0.455627335
ANKRD36C	-0.022589789	-0.008976432	-0.036203146	2.26585E-05	mic	0.000240883
ANKRD40	-3.76979E-06	0.003159574	-0.003167113	0.859766737	mic	0.920748576
ANKRD44	-0.00446395	0.001457797	-0.010385698	0.000696661	mic	0.004678925
ANKRD46	0.001255454	0.003107216	-0.000596307	0.473487455	mic	0.656105758
ANKRD49	-0.001418556	0.003771597	-0.006608709	0.81626135	mic	0.898157874
ANKRD6	0.000225708	0.004439798	-0.003988382	0.921845378	mic	0.955094964
ANKS1A	0.008073381	0.018612896	-0.002466134	0.302547423	mic	0.488995348
ANKS1B	-0.037366483	-0.019989708	-0.054743258	1.45842E-11	mic	5.50509E-10
ANKS3	-0.000335878	0.003646152	-0.004317908	0.978195997	mic	0.989477769
ANKUB1	-0.000913624	0.003792236	-0.005619484	0.846003855	mic	0.91387383
ANKZF1	-0.00626194	0.002013907	-0.014537787	0.077612624	mic	0.194569856
ANO10	-0.001100737	0.005915279	-0.008116752	0.9033155	mic	0.945353075
ANO4	-0.01469617	-0.001895558	-0.027496782	0.00011808	mic	0.001025077
ANO6	-0.005984351	0.002858157	-0.01482686	0.276048439	mic	0.460496535
ANOS1	0.001257322	0.008815395	-0.006300752	0.452086396	mic	0.637108522
ANP32A	0.001469008	0.008257336	-0.005319319	0.768316581	mic	0.869825378
ANP32B	-0.005902578	0.001879306	-0.013684463	0.091800836	mic	0.219879594
ANXA11	0.003261515	0.005152507	0.001370522	0.109281046	mic	0.250388729
ANXA4	0.002529207	0.007417869	-0.002359456	0.403138513	mic	0.592709658
ANXA5	0.001362892	0.004641142	-0.001915357	0.260993945	mic	0.444606652
ANXA7	-0.000765078	0.003479278	-0.005009435	0.84720721	mic	0.914006691
AOAH	0.012396618	0.022177768	0.002615467	0.00012595	mic	0.001078732
AOPEP	NA	NA	NA	2.92112E-08	mic	6.38151E-07
AP1AR	-0.000846841	0.003253949	-0.004947631	0.631897173	mic	0.780027
AP1B1	0.014790092	0.018042957	0.011537226	1.76593E-06	mic	2.50763E-05
AP1G1	0.000153182	0.00592557	-0.005619206	0.901988951	mic	0.944674598
AP1G2	-0.015069604	-0.002724538	-0.027414669	0.0001599	mic	0.001320834
AP1M1	0.0020237	0.003391624	0.000655776	0.226791171	mic	0.406729353
AP1S2	0.000654199	0.003635063	-0.002326665	0.668194644	mic	0.805441956
AP2A1	0.001956087	0.002829748	0.001082427	0.088587437	mic	0.214572967
AP2A2	0.006777494	0.010365791	0.003189197	0.031904443	mic	0.101786841
AP2B1	0.002046445	0.007828755	-0.003735866	0.604447122	mic	0.761776572
AP2M1	0.004787571	0.007308253	0.002266889	0.051538378	mic	0.144510996
AP2S1	0.001508378	0.003460289	-0.000443533	0.141575303	mic	0.297832489
AP3B1	-0.003481552	0.006468954	-0.013432059	0.727909603	mic	0.842798072
AP3D1	-0.001490769	0.004141146	-0.007122684	0.847229468	mic	0.914006691
AP3S1	0.003011892	0.005596234	0.000427551	0.187899095	mic	0.360618858
AP4E1	-0.004153898	0.002971279	-0.011279075	0.079088479	mic	0.197688052
AP5M1	0.001795347	0.004104617	-0.000513922	0.30857535	mic	0.494715965
AP5Z1	0.002125819	0.003177508	0.001074131	0.120535907	mic	0.267240203
APAF1	0.003195806	0.009347208	-0.002955596	0.550576527	mic	0.719465033
APBA1	-0.004983326	0.004479545	-0.014446197	0.469215349	mic	0.652155754
APBA2	-0.029296038	-0.01222779	-0.046364286	4.37418E-08	mic	9.15354E-07
APBB1	0.00113589	0.00404018	-0.0017684	0.770542212	mic	0.871243653
APBB1IP	0.009559404	0.020154668	-0.00103586	0.059875365	mic	0.16114471
APBB2	-0.019925914	-0.004856977	-0.034994851	6.86783E-06	mic	8.2747E-05
APC	-0.008370472	0.000794107	-0.017535051	0.037722222	mic	0.115340858
APH1B	0.001576966	0.003753488	-0.000599556	0.53665516	mic	0.708884025
API5	0.002368173	0.005307483	-0.000571138	0.453930587	mic	0.638349922
APIP	0.001145528	0.003754354	-0.001463297	0.741474407	mic	0.851112285
APLF	0.001408555	0.003560965	-0.000743854	0.501269847	mic	0.679935452
APLP1	0.001389967	0.003920294	-0.00114036	0.595720522	mic	0.755609781
APLP2	0.009417477	0.013656098	0.005178857	0.007672747	mic	0.033183138
APMAP	-0.004166725	0.004198015	-0.012531465	0.333389565	mic	0.5218728
APOC1	0.00562511	0.007070727	0.004179493	0.002141883	mic	0.011972064
APOE	0.028121763	0.036206608	0.020036918	7.81348E-09	mic	1.97456E-07
APOO	0.008333948	0.009003623	0.007664273	5.58334E-13	mic	2.4666E-11
APOOL	-0.002801608	0.003038503	-0.008641718	0.362160754	mic	0.551282986
APP	-0.010926146	-0.000592801	-0.021259492	0.045427332	mic	0.132418675
APPBP2	-0.001845263	0.004923497	-0.008614024	0.03776472	mic	0.115383602
APPL1	-0.000149603	0.005625281	-0.005924487	0.99678034	mic	0.99839049
APPL2	-0.000839432	0.008141479	-0.009820344	0.979879367	mic	0.990172915
APTX	0.000849877	0.004485259	-0.002785506	0.321903534	mic	0.509644989
AQR	-0.003865215	0.003477459	-0.011207888	0.358131864	mic	0.546824996
ARAP1	0.008123081	0.010411972	0.00583419	0.000636836	mic	0.004322505
ARAP2	-0.016727189	-0.004867361	-0.028587017	0.005114504	mic	0.024227881
AREL1	0.000875534	0.004117206	-0.002366139	0.844280856	mic	0.913043723
ARF1	0.002879312	0.006821679	-0.001063055	0.233439286	mic	0.413985103
ARF4	0.000453787	0.00388106	-0.002973486	0.134008752	mic	0.288634235
ARFGAP1	0.00164037	0.004998628	-0.001717888	0.224650151	mic	0.404777493
ARFGAP2	6.49249E-05	0.003825519	-0.003695669	0.992288381	mic	0.996465382
ARFGAP3	-0.000885703	0.003701054	-0.005472459	0.917539554	mic	0.9536639
ARFGEF1	0.002999997	0.010967213	-0.00496722	0.019023093	mic	0.067855098
ARFGEF2	-0.007392405	0.001569414	-0.016354223	0.129326014	mic	0.281908022
ARFGEF3	-0.003994644	0.002166873	-0.010156161	0.222860503	mic	0.402403888
ARFIP1	-0.012303244	-0.00186297	-0.022743519	0.024957559	mic	0.084572093
ARGLU1	0.004997106	0.011947022	-0.001952811	0.334368283	mic	0.52285591
ARHGAP1	0.002615337	0.003214934	0.002015739	0.011720547	mic	0.046384433
ARHGAP12	0.008732035	0.018511448	-0.001047378	0.233157458	mic	0.413831818
ARHGAP15	0.003497279	0.013473879	-0.006479322	0.312874012	mic	0.499071431
ARHGAP17	-0.008820071	0.000938419	-0.018578562	0.098315354	mic	0.231576923
ARHGAP18	0.005178722	0.009072084	0.00128536	0.090309393	mic	0.21761827
ARHGAP20	-0.004520745	0.003314957	-0.012356446	0.388276491	mic	0.578197501
ARHGAP21	0.010328727	0.019475446	0.001182007	0.116011914	mic	0.260600773
ARHGAP22	-0.024998827	-0.017408852	-0.032588802	6.88836E-07	mic	1.10734E-05
ARHGAP24	-0.002816581	0.003130354	-0.008763517	0.000914571	mic	0.005846193
ARHGAP25	-0.041632249	-0.031216176	-0.052048321	1.47249E-15	mic	8.28483E-14
ARHGAP26	0.00234448	0.01047382	-0.005784861	0.838140963	mic	0.909841866
ARHGAP27	0.008425735	0.01008126	0.006770211	5.34726E-06	mic	6.63016E-05
ARHGAP30	-0.005299286	0.002388669	-0.01298724	0.21654217	mic	0.395061946
ARHGAP31	-0.010966834	-7.14181E-05	-0.02186225	0.005843137	mic	0.02693081
ARHGAP32	0.005467941	0.0127832	-0.001847319	0.165220383	mic	0.330958813
ARHGAP35	-0.002542403	0.00490848	-0.009993287	0.468891447	mic	0.65185748
ARHGAP4	-0.004800959	0.002544387	-0.012146306	0.102808446	mic	0.239511552
ARHGAP45	-0.000253214	0.006589127	-0.007095555	0.792604933	mic	0.883239129
ARHGAP5	0.005233259	0.010306467	0.000160051	0.213687604	mic	0.391651158
ARHGAP6	0.006594799	0.015404838	-0.00221524	0.163461896	mic	0.328576592
ARHGAP9	0.003456876	0.003865185	0.003048567	0.000342238	mic	0.002544526
ARHGDIA	0.004871424	0.005683495	0.004059352	0.000360756	mic	0.002661319
ARHGDIB	0.00048039	0.005498669	-0.00453789	0.815879037	mic	0.89802651
ARHGEF1	0.008075846	0.009703802	0.006447889	0.000159224	mic	0.00131708
ARHGEF10L	-0.002731047	0.003814354	-0.009276448	0.490268477	mic	0.671317724
ARHGEF11	-0.007136691	0.001774947	-0.016048329	0.118075311	mic	0.263800575
ARHGEF12	0.003411836	0.00864711	-0.001823439	0.505135836	mic	0.682562897
ARHGEF2	-0.004069884	0.003231234	-0.011371002	0.232522238	mic	0.413230559
ARHGEF3	-0.002906979	0.003073514	-0.008887472	0.370849452	mic	0.560929783
ARHGEF40	0.003167785	0.005139359	0.001196211	0.148899106	mic	0.308080509
ARHGEF6	0.008327628	0.014275589	0.002379668	0.073563366	mic	0.186773911
ARHGEF7	-0.006172912	0.003178915	-0.015524739	0.368573327	mic	0.557911503
ARHGEF9	-0.002842265	0.003935865	-0.009620395	0.067016002	mic	0.175146116
ARID1A	-0.00354034	0.005970353	-0.013051032	0.608558954	mic	0.76441567
ARID1B	0.012712337	0.023033717	0.002390957	0.001153272	mic	0.007054475
ARID2	-0.009335193	0.000672402	-0.019342789	0.086562314	mic	0.211234715
ARID3A	-0.001776401	0.004787762	-0.008340565	0.849323821	mic	0.915047613
ARID4A	0.000566681	0.006772016	-0.005638655	0.922245329	mic	0.955094964
ARID4B	0.002994112	0.0115035	-0.005515275	0.650782716	mic	0.796320911
ARID5A	-0.001190006	0.005012573	-0.007392585	0.776567266	mic	0.874352874
ARID5B	-0.003733198	0.004735017	-0.012201413	0.632104375	mic	0.780027
ARIH1	-0.001566097	0.007739954	-0.010872148	0.320992311	mic	0.508337265
ARIH2	-0.013470744	-0.002908515	-0.024032974	0.006160901	mic	0.028134465
ARL13B	-0.000946931	0.00369779	-0.005591652	0.655121061	mic	0.799497035
ARL14EP	0.001817379	0.003246038	0.00038872	0.022421912	mic	0.077611309
ARL15	0.009175584	0.019453245	-0.001102077	0.108871049	mic	0.25021462
ARL17A	-0.000562374	0.003783904	-0.004908653	0.712867866	mic	0.834133885
ARL17B	-0.025070456	-0.010792264	-0.039348649	5.24902E-06	mic	6.53552E-05
ARL3	0.001974606	0.002906837	0.001042375	0.075756892	mic	0.190880482
ARL5A	0.008022998	0.010784299	0.005261697	0.002408338	mic	0.013213732
ARL6IP4	0.008711533	0.009697979	0.007725086	2.59414E-07	mic	4.63218E-06
ARL6IP5	0.005679388	0.00764561	0.003713165	0.006186488	mic	0.028165051
ARL6IP6	0.002601665	0.004190563	0.001012768	0.093447333	mic	0.222927959
ARL8A	0.001453826	0.003787427	-0.000879776	0.373848568	mic	0.563465469
ARL8B	-0.002854924	0.004700571	-0.01041042	0.581187264	mic	0.745674967
ARMC1	-0.000334713	0.003667791	-0.004337218	0.915904302	mic	0.953307724
ARMC2	-0.005783813	0.002240127	-0.013807753	0.098583194	mic	0.231841549
ARMC8	0.000220417	0.006926706	-0.006485871	0.997864529	mic	0.998701804
ARMC9	-0.002747834	0.004803941	-0.010299609	0.262344701	mic	0.445761766
ARMCX3	0.001101503	0.003293459	-0.001090453	0.531622368	mic	0.704733452
ARMCX4	0.000618707	0.005699281	-0.004461866	0.346385208	mic	0.533947113
ARMH1	-0.000828469	0.003984422	-0.00564136	0.269330655	mic	0.454072966
ARMH3	-0.01063009	4.85373E-05	-0.021308718	0.024175191	mic	0.082452537
ARMH4	-0.001667425	0.005176296	-0.008511146	0.878781651	mic	0.931917603
ARNT	-0.000818612	0.005125046	-0.006762269	0.693482756	mic	0.820428373
ARNT2	-0.006467693	0.001699715	-0.014635101	0.046302517	mic	0.134117637
ARNTL	-0.013857715	-0.002253527	-0.025461904	0.001653524	mic	0.009630484
ARPC1B	-0.002485614	0.003528917	-0.008500146	0.642458051	mic	0.788950164
ARPC2	-0.002189753	0.005976674	-0.01035618	0.668901687	mic	0.805967925
ARPC3	0.006871531	0.009939849	0.003803213	0.002966136	mic	0.015613445
ARPC5	-0.000703537	0.004604019	-0.006011092	0.782980596	mic	0.878092568
ARPP19	0.007266379	0.009645373	0.004887385	0.000690491	mic	0.004642713
ARPP21	-0.01694297	-0.00331096	-0.03057498	0.000272132	mic	0.002088797
ARRB1	-0.000535687	0.006030279	-0.007101653	0.867872693	mic	0.925283958
ARRB2	0.014248071	0.015772892	0.012723251	1.01547E-09	mic	2.99815E-08
ARRDC1	0.00366262	0.004225685	0.003099554	1.9363E-08	mic	4.40766E-07
ARRDC2	0.002841815	0.004722254	0.000961376	0.020942577	mic	0.073385152
ARRDC3	0.002409735	0.00422326	0.000596211	0.216891363	mic	0.395457075
ARSA	0.002368143	0.003220351	0.001515936	0.069153053	mic	0.179057349
ARSB	-0.006187676	0.002894561	-0.015269914	0.320520434	mic	0.507724798
ASAH1	0.006723019	0.010938466	0.002507572	0.053938492	mic	0.148938196
ASAP1	-0.027020924	-0.014213527	-0.03982832	6.55632E-08	mic	1.32101E-06
ASB3	-0.000624977	0.002164232	-0.003414186	0.86538096	mic	0.923981896
ASB7	-0.00147502	0.003236817	-0.006186857	0.340278939	mic	0.528495728
ASCC1	-0.003523705	0.003938289	-0.010985699	0.239011662	mic	0.420153938
ASCC2	-0.004011484	0.002516683	-0.010539651	0.294203533	mic	0.480823602
ASCC3	-0.007449537	0.002977578	-0.017876651	0.068742108	mic	0.178606354
ASH1L	-0.016408316	-0.006187875	-0.026628757	0.001468524	mic	0.008673696
ASH2L	0.000398616	0.003633951	-0.002836718	0.969758274	mic	0.985887857
ASIC2	-0.025071626	-0.005722669	-0.044420583	3.16173E-07	mic	5.43417E-06
ASPH	0.002577869	0.008436595	-0.003280857	0.341089411	mic	0.52900951
ASPSCR1	-0.001408613	0.003211228	-0.006028453	0.651430416	mic	0.796786505
ASTN1	0.000767794	0.003773797	-0.00223821	0.797258783	mic	0.886562232
ASTN2	-0.013086883	-0.001965749	-0.024208018	0.003107168	mic	0.016128069
ASXL1	-0.005075558	0.003551818	-0.013702935	0.135357816	mic	0.290885007
ASXL2	-0.003230069	0.004875901	-0.01133604	0.668230516	mic	0.805441956
