primerid	coef	ci.hi	ci.lo	P
NMNAT2	-0.112816266	-0.104201818	0.104201818	1.0741E-144
NMNAT3	-0.02126974	-0.01723519	0.01723519	2.67379E-24
NMRAL1	0.009347773	0.012322686	-0.012322686	1.65575E-20
NMRK1	-0.000892622	0.001847871	-0.001847871	0.000392568
NMT1	-0.01044723	-0.004838738	0.004838738	3.51658E-10
NMT2	-0.016358284	-0.011040347	0.011040347	3.24111E-12
NNT	-0.052075482	-0.045916237	0.045916237	2.37394E-62
NOC2L	0.025145859	0.028980032	-0.028980032	8.79465E-51
NOL10	-0.026937255	-0.02216652	0.02216652	4.74442E-29
NOL4	-0.060083289	-0.051523464	0.051523464	1.50938E-43
NOL4L	-0.012537613	-0.008427331	0.008427331	2.46712E-09
NOL9	-0.004651038	-0.001838281	0.001838281	4.24264E-11
NONO	0.019512313	0.022864949	-0.022864949	1.77879E-32
NOP56	-0.001274526	0.001712766	-0.001712766	6.01712E-07
NOP58	-0.005478877	-0.00141309	0.00141309	1.68329E-05
NOS1AP	0.006924291	0.013780606	-0.013780606	6.54802E-09
NOVA1	-0.020687484	-0.011199945	0.011199945	7.54824E-31
NOVA2	0.014650742	0.019371178	-0.019371178	5.18121E-13
NOXA1	0.007018805	0.010689125	-0.010689125	1.24177E-32
NPAS1	0.008447639	0.011266786	-0.011266786	3.67957E-08
NPAS2	-0.093026477	-0.086295155	0.086295155	4.5485E-165
NPAS3	0.060045527	0.070890077	-0.070890077	3.3352E-32
NPAT	-0.002792378	0.000674503	-0.000674503	0.002197181
NPC1	0.006988889	0.009725857	-0.009725857	7.71558E-12
NPEPPS	-0.008399279	-0.002117968	0.002117968	9.81362E-06
NPHP1	-0.00140504	0.001634893	-0.001634893	0.00400422
NPHP4	-0.011827923	-0.008468795	0.008468795	1.71196E-12
NPIPA1	-0.014435019	-0.00935387	0.00935387	2.1439E-09
NPIPB4	-0.022049376	-0.018727464	0.018727464	3.72986E-41
NPIPB5	-0.030595096	-0.025689111	0.025689111	5.23562E-34
NPLOC4	0.000100338	0.004701421	-0.004701421	4.44734E-11
NPM1	0.011989755	0.014885569	-0.014885569	4.28014E-18
NPM2	-0.00940927	-0.005997592	0.005997592	1.75362E-13
NPRL3	-0.001894415	0.002248196	-0.002248196	0.000238321
NPTN	-0.065074096	-0.056702693	0.056702693	3.31235E-53
NPTX1	0.12586965	0.130227699	-0.130227699	0
NPTXR	-0.090860847	-0.083331449	0.083331449	7.4662E-124
NPY1R	-0.036208824	-0.03153544	0.03153544	2.77637E-54
NQO2	-0.022423459	-0.016821782	0.016821782	2.9632E-23
NR1D1	0.023928177	0.02673653	-0.02673653	6.48965E-63
NR1D2	0.010316466	0.015121711	-0.015121711	8.33196E-12
NR2C1	-0.012233386	-0.008218303	0.008218303	1.6534E-13
NR2C2	0.00010403	0.004249688	-0.004249688	6.67477E-05
NR2F1	0.005850569	0.010967614	-0.010967614	5.28826E-16
NR3C1	-0.034852626	-0.026531333	0.026531333	5.26147E-25
NR3C2	-0.117685536	-0.108283294	0.108283294	1.0354E-131
NR6A1	-0.025212043	-0.019051172	0.019051172	2.50144E-15
NRBP1	0.018598133	0.022468001	-0.022468001	4.49144E-26
NRBP2	0.014904469	0.017411786	-0.017411786	2.32116E-37
NRCAM	-0.106873734	-0.098100522	0.098100522	1.3244E-123
NRDC	-0.018925974	-0.013569655	0.013569655	7.43335E-14
NRDE2	-0.003505531	-0.000638263	0.000638263	4.21887E-05
NREP	-0.039913562	-0.034827061	0.034827061	1.35359E-61
NRF1	-0.022735167	-0.016552292	0.016552292	6.31663E-16
NRG1	-0.033283281	-0.021692613	0.021692613	1.69667E-08
NRG2	-0.021700093	-0.016062193	0.016062193	1.67256E-13
NRG3	-0.017963445	-0.013149582	0.013149582	4.45887E-27
NRG4	-0.013503767	-0.010294201	0.010294201	5.60196E-21
NRGN	0.116031264	0.124836677	-0.124836677	1.4822E-189
NRIP1	0.103684432	0.108133734	-0.108133734	0
NRIP3	0.020357202	0.023918304	-0.023918304	2.83054E-35
NRN1	-0.026540933	-0.023559459	0.023559459	4.50027E-71
NRP1	-0.004841189	-0.001013772	0.001013772	0.00093634
NRSN1	-0.008821522	-0.003608547	0.003608547	0.001192266
NRSN2	0.016177507	0.020380931	-0.020380931	2.38508E-15
NRXN1	-0.014355655	-0.008162825	0.008162825	2.02639E-36
NRXN2	0.039326521	0.046413593	-0.046413593	1.55789E-30
NRXN3	-0.087814143	-0.081478756	0.081478756	2.6628E-187
NSA2	0.012960068	0.015981833	-0.015981833	6.90564E-20
NSD1	-0.062174672	-0.055282442	0.055282442	2.14207E-70
NSD2	-0.03360517	-0.027717236	0.027717236	1.21388E-28
NSD3	-0.043300988	-0.034569769	0.034569769	4.06466E-22
NSF	-0.241479729	-0.232575847	0.232575847	0
NSFL1C	-0.009380306	-0.005733354	0.005733354	1.57769E-12
NSG2	-0.04198248	-0.036277545	0.036277545	4.45327E-47
NSL1	-0.00820036	-0.003558398	0.003558398	0.000635268
NSMAF	-0.014931099	-0.010290585	0.010290585	8.09653E-10
NSMCE2	-0.041930167	-0.03497195	0.03497195	8.31625E-34
NSMF	0.077690576	0.083143802	-0.083143802	3.8062E-183
NSRP1	-0.014248118	-0.010377775	0.010377775	1.80555E-23
NSUN2	-0.002834835	-0.000184184	0.000184184	9.75077E-07
NSUN3	0.000474609	0.003034346	-0.003034346	3.3463E-06
NSUN6	-0.070681338	-0.065409436	0.065409436	3.8771E-156
NT5C2	-0.00401225	0.001577897	-0.001577897	1.77198E-06
NT5C3A	0.001532659	0.004806911	-0.004806911	8.96524E-05
NT5DC1	-0.016347616	-0.011431047	0.011431047	2.38162E-18
NT5DC3	-0.000354263	0.003582469	-0.003582469	0.662987102
NTM	-0.129288443	-0.119527795	0.119527795	9.701E-159
NTN4	-0.013629881	-0.010074907	0.010074907	4.78046E-14
NTNG1	-0.024935388	-0.018334022	0.018334022	4.52443E-49
NTNG2	0.012123958	0.015113595	-0.015113595	4.78483E-22
NTPCR	-0.005067399	-0.002308515	0.002308515	4.40062E-05
NTRK2	-0.045660289	-0.037464473	0.037464473	3.94942E-40
NTRK3	-0.0931113	-0.083389442	0.083389442	3.54386E-80
NUAK1	-0.004733021	0.002388906	-0.002388906	2.32676E-21
NUB1	0.006878834	0.009860013	-0.009860013	4.82737E-08
NUBPL	-0.01567372	-0.010781519	0.010781519	1.37744E-12
NUCB1	0.009269332	0.012664514	-0.012664514	1.6465E-07
NUCB2	0.000352567	0.004515775	-0.004515775	0.000786261
NUCKS1	0.046029557	0.054138218	-0.054138218	1.39406E-58
NUDC	0.020822945	0.024365134	-0.024365134	3.44179E-30
NUDCD1	-0.005052411	-0.001858107	0.001858107	4.28029E-09
NUDCD3	0.01402938	0.020297693	-0.020297693	4.27306E-12
NUDT21	0.000665419	0.004812636	-0.004812636	5.16585E-07
NUDT3	0.041758368	0.047226112	-0.047226112	2.13616E-64
NUDT4	0.013765821	0.018113765	-0.018113765	2.45723E-17
NUDT5	-0.008157268	-0.00489367	0.00489367	3.01642E-13
NUFIP2	0.02436219	0.02978313	-0.02978313	1.68002E-27
NUMA1	0.035221108	0.039870419	-0.039870419	1.15124E-66
NUMB	-0.021813703	-0.016180358	0.016180358	2.53882E-16
NUMBL	0.001689031	0.004937901	-0.004937901	0.061193777
NUP107	0.004051023	0.006524247	-0.006524247	9.29294E-10
NUP133	0.001186272	0.004400572	-0.004400572	0.000653502
NUP153	-0.014338141	-0.009591984	0.009591984	9.54031E-12
NUP160	-0.00581424	-0.002418739	0.002418739	1.13021E-06
NUP205	0.002441031	0.005468144	-0.005468144	1.37619E-08
NUP210	-0.006455645	-0.003500876	0.003500876	1.55144E-07
NUP214	-0.024454779	-0.020303248	0.020303248	3.47706E-31
NUP50	0.004075224	0.006842044	-0.006842044	1.03135E-07
NUP54	-0.011809519	-0.008421056	0.008421056	3.97544E-20
NUP58	-0.007697706	-0.003294442	0.003294442	2.99089E-10
NUP88	-0.009891298	-0.006571187	0.006571187	1.59084E-08
NUP93	-0.025739373	-0.020715077	0.020715077	1.98823E-23
NUP98	-0.012116778	-0.007875385	0.007875385	7.66254E-11
NUS1	-0.008069726	-0.004534878	0.004534878	1.26227E-08
NVL	-0.008211938	-0.004693331	0.004693331	1.15798E-07
NWD2	-0.067957083	-0.061489827	0.061489827	1.2595E-95
NXPE3	0.002174519	0.005649273	-0.005649273	0.000109246
NXPH1	0.035682189	0.04445474	-0.04445474	1.22854E-14
NXPH2	0.015149658	0.018012979	-0.018012979	6.00498E-24
NYAP2	0.020515444	0.026566671	-0.026566671	8.75615E-15
OAT	-0.000583539	0.00381164	-0.00381164	9.46997E-09
OAZ2	0.009506823	0.012451252	-0.012451252	1.26062E-11
OBSL1	0.030546043	0.033896126	-0.033896126	1.27596E-72
OCA2	-0.019583013	-0.015795098	0.015795098	1.27892E-23
OCIAD1	-0.038974587	-0.032902671	0.032902671	2.63741E-38
OCRL	0.012660345	0.016717658	-0.016717658	6.08431E-20
ODF2L	-0.065397592	-0.058732736	0.058732736	4.91805E-82
ODR4	-0.027356205	-0.023363609	0.023363609	3.87028E-45
OFD1	0.002052854	0.005399716	-0.005399716	0.000552621
OGA	-0.037736149	-0.030072478	0.030072478	3.10831E-28
OGDH	0.002223356	0.007106786	-0.007106786	0.11623167
OGDHL	0.005183402	0.008232496	-0.008232496	0.000586898
OGFR	0.030888807	0.03476466	-0.03476466	2.13766E-59
OGFRL1	0.024921701	0.029548032	-0.029548032	1.28359E-38
OGT	0.027832614	0.033607083	-0.033607083	1.45394E-27
OLA1	-0.022919875	-0.016265787	0.016265787	6.151E-14
OLFM1	0.018687424	0.025759065	-0.025759065	1.74371E-14
OLFM2	-0.01236779	-0.008383546	0.008383546	3.54229E-09
OLFM3	-0.065057264	-0.054909824	0.054909824	2.5985E-53
OMG	0.010232964	0.013014682	-0.013014682	4.56848E-12
OOEP	-0.057785069	-0.0545578	0.0545578	9.1041605377e-314
OPA1	-0.010877621	-0.004030218	0.004030218	8.3712E-13
OPCML	-0.05057685	-0.044458174	0.044458174	7.49595E-69
OPHN1	-0.002634467	0.00368411	-0.00368411	8.32728E-20
OPN3	-0.014804629	-0.011266364	0.011266364	1.8539E-22
OPRD1	-0.00567827	-0.00211072	0.00211072	2.77619E-08
OPRM1	0.010968461	0.0154511	-0.0154511	4.89246E-12
OPTN	-0.014992048	-0.010547804	0.010547804	1.98429E-19
ORAI2	0.009493316	0.012375129	-0.012375129	1.48856E-10
ORC2	-0.010887158	-0.006756919	0.006756919	1.46643E-07
ORC3	-0.01567948	-0.011290939	0.011290939	8.18666E-17
ORC4	-0.021830831	-0.016448059	0.016448059	3.19786E-18
ORC5	-0.015225369	-0.011488104	0.011488104	6.58231E-18
ORMDL1	0.011640081	0.014961848	-0.014961848	4.23294E-13
OS9	0.003183242	0.006082767	-0.006082767	4.75208E-06
OSBP	-0.001246702	0.001877639	-0.001877639	0.000973578
OSBP2	-0.074306391	-0.066815435	0.066815435	5.2759E-84
OSBPL10	-0.051228259	-0.045550451	0.045550451	6.16596E-71
OSBPL11	0.003595136	0.006219874	-0.006219874	2.19807E-06
OSBPL1A	-0.016992629	-0.008950405	0.008950405	2.04278E-09
OSBPL2	0.001028858	0.003603486	-0.003603486	9.76839E-06
OSBPL3	-0.003152619	0.002974447	-0.002974447	1.17925E-10
OSBPL5	0.001644572	0.004623098	-0.004623098	1.63158E-06
OSBPL6	-0.092257205	-0.083242176	0.083242176	6.52502E-89
OSBPL7	0.001027409	0.004006685	-0.004006685	5.07106E-12
OSBPL8	-0.044614933	-0.036281692	0.036281692	3.9425E-29
OSBPL9	-0.022366571	-0.016716344	0.016716344	3.29911E-19
OSGEP	0.006905279	0.009309431	-0.009309431	5.66819E-17
OSTF1	-0.011371911	-0.008251946	0.008251946	9.81559E-18
OSTM1	-0.003920134	-0.000555429	0.000555429	2.05243E-05
OTOGL	-0.042021915	-0.037912112	0.037912112	2.2116E-103
OTUB1	0.021957226	0.025845868	-0.025845868	2.02527E-28
OTUD3	-0.008479086	-0.005071944	0.005071944	1.1714E-13
OTUD4	-0.001050308	0.002857553	-0.002857553	7.74119E-05
OTUD5	0.009676802	0.013211307	-0.013211307	2.02136E-13
OTUD7A	-0.200530539	-0.191269008	0.191269008	0
OTUD7B	-0.003563548	-0.000228246	0.000228246	7.69782E-11
OXCT1	-0.011279573	-0.00600758	0.00600758	4.03774E-06
OXNAD1	-0.00522138	-0.001421266	0.001421266	0.006985986
OXR1	-0.093567832	-0.084840314	0.084840314	7.6074E-109
OXSR1	-0.009362612	-0.004796837	0.004796837	2.3259E-09
P2RX6	-0.005595693	-0.002071805	0.002071805	1.76919E-17
P2RX7	-0.018965367	-0.0140629	0.0140629	7.7177E-18
P2RY11	0.019461174	0.022119533	-0.022119533	9.56322E-49
P3H2	-0.00891348	-0.004256303	0.004256303	5.56892E-06
P3H3	-0.006217773	-0.003474251	0.003474251	6.54619E-07
P4HA1	0.003851404	0.007723815	-0.007723815	2.4912E-05
P4HB	0.012180762	0.015645347	-0.015645347	3.20222E-15
P4HTM	0.016448222	0.021614419	-0.021614419	1.50605E-14
PABPC1	0.061255042	0.065869407	-0.065869407	1.9897E-161
PABPC4	0.023782498	0.026680592	-0.026680592	1.44211E-58
PABPN1	-0.038326489	-0.030090638	0.030090638	6.17686E-19
PACRG	-0.058606565	-0.050662752	0.050662752	2.25381E-46
PACRGL	-0.036320346	-0.031944578	0.031944578	1.52091E-60
PACS1	-0.016012216	-0.008976578	0.008976578	2.0457E-09
PACS2	0.010973342	0.015998279	-0.015998279	1.34612E-17
PACSIN1	0.020603117	0.025823577	-0.025823577	3.7463E-20
PACSIN2	-0.00798024	-0.004187243	0.004187243	4.11018E-07
PAFAH1B1	-0.032570931	-0.025163245	0.025163245	2.48624E-19
PAFAH1B2	0.007120082	0.011753795	-0.011753795	2.29109E-10
PAG1	0.005325286	0.010409064	-0.010409064	2.88462E-08
PAIP1	0.012246093	0.015559949	-0.015559949	2.05862E-15
PAIP2	-0.013464762	-0.008982758	0.008982758	2.33056E-10
PAK1	-0.049606808	-0.042550603	0.042550603	2.95779E-42
PAK2	0.001613491	0.005969052	-0.005969052	4.32636E-08
PAK3	-0.033060195	-0.023597915	0.023597915	3.09087E-15
PAK5	-0.029465698	-0.021383397	0.021383397	4.52862E-16
PALLD	0.006336611	0.011207877	-0.011207877	1.84293E-12
PALM	0.037425379	0.042730338	-0.042730338	3.53872E-48
PAM	-0.076371226	-0.067325806	0.067325806	7.12128E-68
PAN3	-0.05632695	-0.049165477	0.049165477	4.19792E-54
PANK1	-0.005937007	-0.003057863	0.003057863	0.000262976
PANK2	-0.017454251	-0.013331668	0.013331668	4.01635E-19
PANK3	-0.033012551	-0.027955586	0.027955586	5.91801E-42
PANX2	0.016978139	0.019526966	-0.019526966	2.00477E-40
PAPOLA	0.017830264	0.024682901	-0.024682901	3.53057E-13
PAPOLG	0.006284902	0.009440881	-0.009440881	4.9991E-09
PAPSS1	-0.010567338	-0.0045388	0.0045388	1.72685E-16
PAQR3	0.003175032	0.007149499	-0.007149499	2.04338E-14
PARD3	0.03026733	0.035116651	-0.035116651	6.38438E-33
PARD3B	0.006185937	0.009434381	-0.009434381	4.99103E-09
PARG	-0.076237839	-0.070718066	0.070718066	4.4113E-169
PARK7	-0.000990985	0.001709008	-0.001709008	0.770114771
PARM1	-0.02004151	-0.014568436	0.014568436	8.94809E-13
PARN	-0.02338855	-0.019041425	0.019041425	2.62174E-33
PARP1	-0.002793612	0.000188079	-0.000188079	1.89843E-07
PARP11	-0.004175048	-0.000396397	0.000396397	0.029696127
PARP6	0.011592875	0.014650055	-0.014650055	8.03902E-16
PARP8	-0.054300963	-0.04629011	0.04629011	3.13365E-41
PARVA	0.001676951	0.004861375	-0.004861375	5.23572E-06
PARVB	-0.022349894	-0.019216556	0.019216556	6.08713E-52
PATJ	-0.152467365	-0.144826612	0.144826612	0
PAXBP1	-0.025759421	-0.021292139	0.021292139	7.36708E-34
PAXIP1	-0.011819468	-0.009113296	0.009113296	2.34327E-22
PAXX	0.029102266	0.032320705	-0.032320705	1.28702E-77
PBRM1	-0.005006586	0.000657812	-0.000657812	6.14928E-07
PBX1	-0.028382467	-0.018740942	0.018740942	3.87578E-22
PBX3	0.011447768	0.014564269	-0.014564269	6.60112E-12
PC	0.001897236	0.004678349	-0.004678349	0.001967016
PCBP1	0.002902542	0.007395515	-0.007395515	6.60899E-13
PCBP2	0.019434482	0.024502417	-0.024502417	1.28156E-19
PCBP3	0.019111186	0.022769566	-0.022769566	1.20417E-25
PCBP4	0.048785577	0.053204087	-0.053204087	1.5066E-112
PCCA	-0.063152976	-0.055752482	0.055752482	3.42794E-63
PCCB	-0.008522127	-0.005369775	0.005369775	2.80188E-08
PCDH10	0.020970428	0.026712376	-0.026712376	1.76538E-27
PCDH11X	-0.11000044	-0.101404243	0.101404243	1.6968E-154
PCDH11Y	-0.006324184	-0.005549833	0.005549833	5.63387E-64
PCDH15	-0.013462886	-0.005605427	0.005605427	9.04727E-73
PCDH17	0.01779588	0.022231581	-0.022231581	3.44733E-14
PCDH19	-0.004826446	-0.000552644	0.000552644	0.000900665
PCDH7	-0.092808039	-0.082229913	0.082229913	1.9194E-108
PCDH8	-0.021354725	-0.018645643	0.018645643	2.33581E-55
PCDH9	0.048688475	0.055603078	-0.055603078	9.10411E-43
PCF11	-0.012311915	-0.007787355	0.007787355	1.80228E-10
PCGF3	-0.004921447	-0.001992978	0.001992978	6.37683E-05
PCGF5	-0.008215476	-0.001445915	0.001445915	0.008323735
PCGF6	-0.012242918	-0.00937566	0.00937566	2.65698E-17
PCID2	-0.037679926	-0.032922896	0.032922896	1.67556E-56
PCLO	-0.188007322	-0.179400667	0.179400667	0
PCM1	-0.033060246	-0.024721127	0.024721127	2.8602E-25
PCMT1	-0.017806724	-0.013132537	0.013132537	3.39486E-18
PCMTD1	-0.036084275	-0.029331242	0.029331242	2.59526E-30
PCMTD2	-0.008258613	-0.00408417	0.00408417	8.44909E-17
PCNP	0.009288636	0.013427096	-0.013427096	8.95257E-10
PCNT	-0.059336096	-0.053802412	0.053802412	1.6486E-99
PCNX1	-0.067656384	-0.05991976	0.05991976	1.41934E-65
PCNX2	-0.111327712	-0.102256562	0.102256562	1.5649E-127
PCNX4	-0.025995232	-0.020621641	0.020621641	9.82206E-22
PCSK1N	0.084845964	0.091661224	-0.091661224	8.4389E-144
PCSK2	-0.135774087	-0.126314463	0.126314463	1.2183E-175
PCSK5	0.011300517	0.015206344	-0.015206344	3.42937E-16
PCSK6	-0.007385418	-0.004307006	0.004307006	6.90526E-10
PCSK7	-0.02498573	-0.020604161	0.020604161	1.94438E-39
PCYOX1	0.011159938	0.014219628	-0.014219628	7.27424E-12
PCYT1A	0.015423756	0.018141387	-0.018141387	1.07258E-32
PCYT2	0.022366536	0.025243248	-0.025243248	2.41177E-53
PDCD10	-0.007244726	-0.003429383	0.003429383	7.78765E-18
PDCD4	-0.003027663	0.001016608	-0.001016608	0.000788646
PDCD5	0.013255665	0.015981733	-0.015981733	2.15256E-36
PDCD6	0.010972561	0.013671394	-0.013671394	1.61889E-32
PDCD6IP	-0.016279476	-0.011336962	0.011336962	2.14927E-15
PDCD7	-0.065202496	-0.061005986	0.061005986	2.1128E-220
PDE10A	-0.289095316	-0.279958417	0.279958417	0
PDE1A	-0.038747083	-0.028317688	0.028317688	6.74741E-48
PDE1B	0.016102351	0.019668667	-0.019668667	2.10385E-22
PDE1C	0.021746065	0.028566929	-0.028566929	2.78509E-10
PDE2A	0.04496359	0.050744916	-0.050744916	3.60848E-55
PDE3A	0.002047487	0.005707895	-0.005707895	0.287756295
PDE3B	-0.135171006	-0.127976965	0.127976965	2.1843E-303
PDE4A	-0.055400797	-0.0495326	0.0495326	1.7535E-77
PDE4B	0.004016411	0.012608363	-0.012608363	0.000378355
PDE4D	-0.077991434	-0.071282229	0.071282229	4.4616E-114
PDE4DIP	-0.47425934	-0.465106402	0.465106402	0
PDE5A	0.011322237	0.013865923	-0.013865923	1.08144E-17
PDE7A	-0.052587118	-0.047397217	0.047397217	1.49409E-94
PDE7B	-0.106269523	-0.099408965	0.099408965	6.6918E-207
PDE8A	-0.001009738	0.003584449	-0.003584449	0.00027563
PDE8B	0.179313275	0.183409202	-0.183409202	0
PDGFC	0.005992009	0.010546954	-0.010546954	6.72977E-11
PDGFD	-0.008665418	-0.005341864	0.005341864	8.74939E-12
PDHX	-0.030939564	-0.025790459	0.025790459	1.4386E-32
PDIA2	0.065458862	0.07066539	-0.07066539	1.3202E-133
PDIA3	0.006732314	0.010282561	-0.010282561	7.03415E-09
PDIA6	-0.019001627	-0.015444247	0.015444247	1.5659E-28
PDK1	0.004371349	0.007289881	-0.007289881	5.96406E-08
PDK2	0.012569422	0.015844717	-0.015844717	1.08144E-18
PDK3	0.002188571	0.006776262	-0.006776262	4.86797E-17
PDLIM7	0.032675063	0.035743645	-0.035743645	7.809E-105
PDP1	-0.001632228	0.003382831	-0.003382831	5.53562E-08
PDPK1	-0.079603429	-0.074295268	0.074295268	1.3992E-206
PDPR	-0.003769391	-0.000331477	0.000331477	7.68003E-07
PDS5A	-0.010745321	-0.003815006	0.003815006	4.36208E-10
PDS5B	-0.038722939	-0.02997087	0.02997087	9.38405E-23
PDSS2	-0.033234075	-0.028086396	0.028086396	1.28215E-36
PDXDC1	-0.051478237	-0.045450578	0.045450578	9.14342E-65
PDXK	-0.000531145	0.00553256	-0.00553256	3.09084E-06
PDZD2	-0.142242282	-0.131994432	0.131994432	2.5251E-170
PDZD4	0.079886265	0.085872523	-0.085872523	4.7026E-170
PDZD8	-0.01093977	-0.006816743	0.006816743	1.50585E-09
PDZRN3	-0.026231201	-0.01688295	0.01688295	7.60524E-23
PDZRN4	0.016836717	0.026116058	-0.026116058	0.001803562
PEA15	0.054732133	0.059158774	-0.059158774	5.7621E-128
PEAK1	-0.038600112	-0.031572102	0.031572102	1.22665E-32
PEBP1	0.017750432	0.024702382	-0.024702382	5.51851E-12
PEG10	0.031594234	0.035863353	-0.035863353	1.141E-48
PEG3	0.157314971	0.161035098	-0.161035098	0
PELI1	0.004861693	0.008186332	-0.008186332	5.14347E-06
PELI2	0.012953779	0.017041303	-0.017041303	3.57063E-09
PELP1	0.009063087	0.012017477	-0.012017477	1.60835E-22
PEPD	-0.011040617	-0.00838239	0.00838239	1.50692E-18
PER1	0.046065823	0.050360224	-0.050360224	2.2327E-103
PER3	-0.007648313	-0.002723323	0.002723323	1.10105E-09
PEX1	-0.00048342	0.002798022	-0.002798022	0.001194209
PEX14	-0.015110721	-0.011037467	0.011037467	3.39911E-15
PEX26	-0.00568404	-0.002688864	0.002688864	2.94296E-07
PEX3	-0.008762723	-0.004791311	0.004791311	5.42439E-12
PEX5	-0.00428937	-0.001160602	0.001160602	1.06692E-14
PEX5L	-0.00026973	0.009911528	-0.009911528	8.38899E-11
PEX6	0.001549587	0.005260709	-0.005260709	3.14868E-10
PFDN1	0.00124417	0.00392411	-0.00392411	6.65175E-07
PFDN2	0.007074799	0.010927963	-0.010927963	1.29886E-05
PFDN5	0.048552903	0.052056909	-0.052056909	2.3238E-172
PFKFB3	-0.007983849	-0.004214752	0.004214752	4.69656E-22
PFKL	0.043424193	0.048475281	-0.048475281	4.46029E-92
PFKP	0.069224266	0.07320533	-0.07320533	1.28358502534e-313
PGAM1	0.013373788	0.017269998	-0.017269998	1.58631E-18
PGAP1	-0.002110143	0.00305599	-0.00305599	0.001247633
PGBD1	-0.008814369	-0.005922118	0.005922118	8.41854E-17
PGBD5	-0.052818768	-0.046333161	0.046333161	4.28385E-57
PGGT1B	0.000126412	0.002670716	-0.002670716	0.00470114
PGK1	-0.000241547	0.003773659	-0.003773659	0.48405076
PGM2L1	0.009203737	0.014715853	-0.014715853	2.17565E-05
PGM3	-0.00411128	-0.001141183	0.001141183	3.07171E-07
PGP	-0.015308499	-0.011419684	0.011419684	1.02007E-17
PGRMC1	-0.002935552	0.001287998	-0.001287998	0.052294225
PHACTR1	-0.116773045	-0.108827216	0.108827216	4.9442E-180
PHACTR2	0.006248298	0.011665997	-0.011665997	0.055886015
PHACTR3	-0.056185276	-0.049131031	0.049131031	9.50604E-55
PHACTR4	-0.01946749	-0.014207302	0.014207302	4.79047E-16
PHC1	-0.015179215	-0.011974265	0.011974265	8.91727E-25
PHC2	0.006313911	0.01118168	-0.01118168	1.20091E-05
PHC3	-0.051720292	-0.045041847	0.045041847	4.02992E-53
PHF1	0.021567486	0.024858031	-0.024858031	6.85186E-38
PHF10	0.004372036	0.007940409	-0.007940409	3.36762E-11
PHF12	0.002295686	0.005344639	-0.005344639	6.17817E-05
PHF14	-0.114606182	-0.10576738	0.10576738	3.8585E-141
PHF2	-0.012662799	-0.009238286	0.009238286	1.00215E-19
PHF20	-0.005118036	-0.000602352	0.000602352	3.61081E-06
PHF20L1	-0.058625	-0.051738876	0.051738876	9.60185E-62
PHF21A	-0.016798219	-0.009063795	0.009063795	1.19875E-07
PHF24	0.01192879	0.015569415	-0.015569415	4.95902E-25
PHF3	-0.061894456	-0.054428711	0.054428711	1.41404E-58
PHF6	0.007453548	0.010565333	-0.010565333	5.34846E-17
PHF8	-0.003899339	-0.001055296	0.001055296	6.20536E-05
PHIP	-0.073473002	-0.065279001	0.065279001	3.51746E-69
PHKA2	-0.005638675	-0.002305051	0.002305051	9.9277E-06
PHKB	-0.039368161	-0.0334662	0.0334662	8.65568E-39
PHKG2	0.001741849	0.004511589	-0.004511589	0.00039063
PHLPP1	0.005574815	0.011707487	-0.011707487	3.08478E-32
PHLPP2	-0.00298627	0.001735802	-0.001735802	9.72968E-08
PHTF1	-0.008837709	-0.00445726	0.00445726	7.86496E-06
PHTF2	-0.033641357	-0.027894521	0.027894521	1.6315E-30
PHYHIP	0.164370448	0.173478423	-0.173478423	0
PHYHIPL	-0.046196003	-0.039574298	0.039574298	5.35372E-49
